0	0	2
3	1	2
4	1	1
5	1	1
2	1	1
6	2	2
7	2	1
8	2	1
9	3	1
10	4	1
11	4	1
12	5	2
13	5	1
11	5	1
14	6	2
7	6	1
15	6	1
1	7	1
2	7	1
16	7	1
3	7	1
17	8	2
18	8	1
19	8	1
20	9	1
21	9	1
22	10	1
11	10	1
23	10	1
24	11	1
7	11	1
25	11	1
6	11	1
26	12	1
23	12	1
11	12	2
27	12	1
28	13	1
5	13	2
23	13	1
29	14	1
30	15	2
31	15	1
32	15	1
