0	0	2
1	0	1
2	0	1
3	1	2
4	1	1
5	1	1
6	1	1
7	2	2
8	2	1
9	2	1
10	3	1
11	4	1
12	4	1
13	5	2
14	5	1
15	5	1
16	6	2
17	6	1
18	6	1
1	7	1
6	7	2
19	7	1
10	7	1
20	8	1
21	8	1
22	9	1
23	9	1
24	10	2
12	10	1
9	10	1
25	11	1
26	11	1
18	11	1
27	11	2
28	12	1
12	12	2
29	12	1
30	12	1
31	13	1
5	13	1
9	13	1
32	14	1
33	15	2
34	15	1
35	15	1
