0	0.88
1	0.27
2	0.32
3	0.43
4	0.56
5	1.12
6	0.55
7	0.88
8	0.44
9	0.32
10	0.43
11	1.18
12	0.92
13	1.5
14	0.87
15	0.63
16	0.3
13	1.5
17	0.55
7	0.88
18	0.11
1	0.27
2	0.32
19	0.15
20	0.57
21	0.47
22	0.27
23	0.69
24	0.45
7	0.88
14	0.87
13	1.5
25	0.85
26	0.24
7	0.88
27	0.27
28	0.21
25	0.85
13	1.5
29	0.44
5	1.12
25	0.85
30	0.97
22	0.27
31	0.05
32	0.62
33	0.2
34	0.13
