0	0	3
1	0	1
2	0	1
3	0	1
3	1	2
4	1	1
5	1	1
2	1	1
6	1	1
7	1	1
8	2	2
7	2	1
9	2	1
10	2	1
11	3	2
12	3	1
13	4	2
14	4	1
15	4	1
16	5	2
17	5	1
14	5	1
18	5	1
19	6	2
7	6	1
20	6	1
10	6	1
1	7	1
2	7	2
21	7	1
3	7	1
11	7	1
22	7	1
23	8	2
24	8	1
25	8	1
7	8	1
26	9	2
27	9	1
7	9	1
15	10	2
14	10	1
10	10	1
5	10	1
28	11	1
7	11	1
29	11	1
8	11	1
30	11	2
31	11	1
32	12	1
10	12	1
14	12	3
33	12	1
15	12	1
34	12	1
35	13	1
5	13	2
10	13	1
4	13	1
36	14	2
25	14	1
37	15	2
38	15	1
39	15	1
40	15	1
